rank,name,repo,github_url,category,language,stars,forks,open_issues,created,last_update,days_since_update,trend_score,trend_rank,priority,phase,editorial_pick,pub_dev,youtube_signal,yt_search,topics,description,planned_title,slug,status
176,flutter_pokedex,hungps/flutter_pokedex,https://github.com/hungps/flutter_pokedex,Animation,Dart,2532,579,0,2019-07-20,2026-04-03,104,1646,168,Medium,P4,,https://pub.dev/packages/flutter_pokedex,Medium,https://www.youtube.com/results?search_query=flutter+flutter-pokedex,"clean-architecture, clean-code, flutter, flutter-apps, flutter-demo, flutter-examples",Pokedex app built with Flutter (with lots of animations) using Clean Architecture,Beautiful Flutter animations with flutter_pokedex,flutter-pokedex,Planned
177,GSYGithubAPP,CarGuo/GSYGithubAPP,https://github.com/CarGuo/GSYGithubAPP,App/Template,JavaScript,2489,432,8,2017-11-07,2026-05-30,47,2116,143,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+gsygithubapp,"github, react-native, weex",React Native 超完整的开源项目，功能丰富，适合学习和日常使用。GSYGithubApp 系列的优势：我们目前已经拥有 Flutter、Weex、ReactNative、Kotlin View、Kotlin Jetpack Compose ，Compose MultiPlatform，Harmony ArkU,Inside GSYGithubAPP: an open-source Flutter app worth studying,gsygithubapp,Planned
178,awesome-dart,yissachar/awesome-dart,https://github.com/yissachar/awesome-dart,Learning/Awesome,,2486,217,22,2014-08-19,2026-05-24,53,2113,144,High,P3,,,Low,https://www.youtube.com/results?search_query=flutter+awesome-dart,"awesome, awesome-list, dart, dart-frameworks, list","A curated list of awesome Dart frameworks, libraries, and software",awesome-dart: a curated shortcut to mastering Flutter,awesome-dart,Planned
179,webf,openwebf/webf,https://github.com/openwebf/webf,AI/ML,C++,2485,163,20,2022-07-19,2026-06-24,22,2485,122,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+webf,"cross-platform, css, dart, desktop-development, flutter, html",Bring JavaScript and Web Dev to Flutter,Add AI to your Flutter app with webf,webf,Planned
180,mobx.dart,mobxjs/mobx.dart,https://github.com/mobxjs/mobx.dart,State management,Dart,2467,318,75,2018-12-17,2026-06-05,41,2097,145,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+mobx-dart,"dart, dart-language, flutter, mobx, pub, reactive","MobX for the Dart language. Hassle-free, reactive state-management for your Dart and Flutter apps.",State management in Flutter with mobx.dart: a practical guide,mobx-dart,Planned
181,alisthelper,Xmarmalade/alisthelper,https://github.com/Xmarmalade/alisthelper,UI/Components,Dart,2451,166,4,2023-05-02,2026-03-13,125,1593,172,Medium,P4,,,Medium,https://www.youtube.com/results?search_query=flutter+alisthelper,"alist, dart, flutter, gui, macos, windows","Alist Helper is an application developed using Flutter, designed to simplify the use of the desktop version of alist. It can manage alist, allowing you to easil",Build better Flutter UI with alisthelper,alisthelper,Planned
182,flutter_boilerplate_project,zubairehman/flutter_boilerplate_project,https://github.com/zubairehman/flutter_boilerplate_project,State management,Dart,2424,910,15,2019-06-03,2024-09-08,676,606,267,Medium,P6,,https://pub.dev/packages/flutter_boilerplate_project,Medium,https://www.youtube.com/results?search_query=flutter+flutter-boilerplate-project,"boilerplate, boilerplate-template, dart, dependency-injection, dio, encryption-decryption",A boilerplate project created in flutter using MobX and Provider.,State management in Flutter with flutter_boilerplate_project: a practical guide,flutter-boilerplate-project,Planned
183,mobile,lichess-org/mobile,https://github.com/lichess-org/mobile,App/Template,Dart,2407,451,471,2022-05-01,2026-07-16,0,2407,124,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+mobile,"android, chess, dart, flutter, ios, lichess",Lichess mobile app,Inside mobile: an open-source Flutter app worth studying,mobile,Planned
184,Openlib,dstark5/Openlib,https://github.com/dstark5/Openlib,Backend/Data,Dart,2403,122,85,2023-08-10,2026-01-18,179,1562,175,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+openlib,"android, annas-archive, books, ebook-reader, epub, flutter",An Open source app to download and read books from shadow library (Anna’s Archive),Data & backend in Flutter using Openlib,openlib,Planned
185,jaspr,schultek/jaspr,https://github.com/schultek/jaspr,UI/Components,Dart,2402,317,69,2022-02-08,2026-07-16,0,2402,125,High,P3,Yes,https://pub.dev/packages/jaspr,Medium,https://www.youtube.com/results?search_query=flutter+jaspr,"dart, dart-web, flutter, jaspr, web, web-framework","Modern web framework for building websites in Dart. Supports SPAs, SSR and SSG.",Build better Flutter UI with jaspr,jaspr,Planned
186,very_good_cli,VeryGoodOpenSource/very_good_cli,https://github.com/VeryGoodOpenSource/very_good_cli,Library/Tooling,Dart,2398,238,18,2021-01-29,2026-07-15,1,2398,126,High,P3,Yes,https://pub.dev/packages/very_good_cli,Low,https://www.youtube.com/results?search_query=flutter+very-good-cli,"cli, dart, dart-library, dart-package, flutter, flutter-package",A Very Good Command-Line Interface for Dart created by Very Good Ventures 🦄,very_good_cli: a Flutter developer's guide,very-good-cli,Planned
187,fluttergram,mdanics/fluttergram,https://github.com/mdanics/fluttergram,Backend/Data,Dart,2388,617,9,2018-03-12,2024-08-07,708,597,268,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+fluttergram,"dart, firebase, firestore, flutter",A fully functional Instagram clone written in Flutter using Firebase / Firestore,Data & backend in Flutter using fluttergram,fluttergram,Planned
188,aqueduct,stablekernel/aqueduct,https://github.com/stablekernel/aqueduct,State management,Dart,2386,271,176,2015-05-29,2021-03-26,1938,596,269,Medium,P6,,,Medium,https://www.youtube.com/results?search_query=flutter+aqueduct,"dart, framework, http, oauth2, orm, rest",Dart HTTP server framework for building REST APIs. Includes PostgreSQL ORM and OAuth2 provider.,State management in Flutter with aqueduct: a practical guide,aqueduct,Planned
189,flutter_device_preview,aloisdeniel/flutter_device_preview,https://github.com/aloisdeniel/flutter_device_preview,App/Template,Dart,2377,387,125,2019-05-27,2025-06-30,381,594,271,Medium,P6,,https://pub.dev/packages/flutter_device_preview,Medium,https://www.youtube.com/results?search_query=flutter+flutter-device-preview,"device, flutter, preview, tool",Approximate how your app looks and performs on another device.,Inside flutter_device_preview: an open-source Flutter app worth studying,flutter-device-preview,Planned
190,DroidDesk,orailnoor/DroidDesk,https://github.com/orailnoor/DroidDesk,Library/Tooling,Dart,2331,224,25,2026-04-20,2026-07-14,2,2331,127,High,P3,,,Low,https://www.youtube.com/results?search_query=flutter+droiddesk,,"DroidDesk turns your Android phone into a real Linux desktop using Termux, Termux X11, TUR, and Proot. Run VS Code, Firefox, LibreOffice, Blender, and more with",DroidDesk: a Flutter developer's guide,droiddesk,Planned
191,flutter_chat_ui,flyerhq/flutter_chat_ui,https://github.com/flyerhq/flutter_chat_ui,AI/ML,Dart,2316,856,28,2020-08-30,2026-04-18,89,1969,150,High,P3,,https://pub.dev/packages/flutter_chat_ui,Medium,https://www.youtube.com/results?search_query=flutter+flutter-chat-ui,"android, chat, dart, flutter, ios, ui","Free and open-source chat SDK. Build fast, real-time apps and generative AI agents with a high-performance, customizable, cross-platform UI.",Add AI to your Flutter app with flutter_chat_ui,flutter-chat-ui,Planned
192,flutter-unity-view-widget,juicycleff/flutter-unity-view-widget,https://github.com/juicycleff/flutter-unity-view-widget,Backend/Data,Dart,2300,591,271,2019-03-09,2026-03-19,119,1495,178,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-unity-view-widget,"android-library, flutter, flutter-package, flutter-plugin, game-engine, unity",Embeddable unity game engine view for Flutter. Advance demo here https://github.com/juicycleff/flutter-unity-arkit-demo,Data & backend in Flutter using flutter-unity-view-widget,flutter-unity-view-widget,Planned
193,flutter-tips-and-tricks,bizz84/flutter-tips-and-tricks,https://github.com/bizz84/flutter-tips-and-tricks,Backend/Data,Dart,2300,261,2,2022-07-04,2025-09-23,296,1035,212,Medium,P5,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-tips-and-tricks,"dart, firebase, flutter",All my Flutter Tips & Tricks on X (Twitter) and LinkedIn.,Data & backend in Flutter using flutter-tips-and-tricks,flutter-tips-and-tricks,Planned
194,kubenav,kubenav/kubenav,https://github.com/kubenav/kubenav,App/Template,Dart,2282,150,44,2020-01-05,2026-07-10,6,2282,129,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+kubenav,"android, app, dashboard, flutter, go, ios",kubenav is the navigator for your Kubernetes clusters right in your pocket.,Inside kubenav: an open-source Flutter app worth studying,kubenav,Planned
195,flutter_catalog,X-Wei/flutter_catalog,https://github.com/X-Wei/flutter_catalog,State management,Dart,2281,571,20,2018-08-05,2026-05-24,53,1939,152,Medium,P4,,https://pub.dev/packages/flutter_catalog,Medium,https://www.youtube.com/results?search_query=flutter+flutter-catalog,"firebase, flutter, flutter-demo, flutter-examples, flutter-state-management, showcasing-flutter-components","An app showcasing Flutter components, with side-by-side source code view.",State management in Flutter with flutter_catalog: a practical guide,flutter-catalog,Planned
196,anubias,4xmen/anubias,https://github.com/4xmen/anubias,UI/Components,Vue,2272,446,0,2021-05-07,2026-07-15,1,2272,132,High,P3,,,Medium,https://www.youtube.com/results?search_query=flutter+anubias,"4xmen, android-app, anubias, cross-platform, desktop, desktop-app",Developed mobile apps so easy and native with GUI 📱,Build better Flutter UI with anubias,anubias,Planned
197,dart_frog,dart-frog-dev/dart_frog,https://github.com/dart-frog-dev/dart_frog,Library/Tooling,Dart,2266,182,106,2022-05-02,2026-07-02,14,2266,133,High,P3,Yes,https://pub.dev/packages/dart_frog,Low,https://www.youtube.com/results?search_query=flutter+dart-frog,"backend, backend-framework, backend-server, dart, dart-frog, dart-library","A fast, minimalistic backend framework for Dart 🎯",dart_frog: a Flutter developer's guide,dart-frog,Planned
198,forui,duobaseio/forui,https://github.com/duobaseio/forui,UI/Components,Dart,2217,127,47,2024-02-25,2026-07-14,2,2217,135,High,P3,,https://pub.dev/packages/forui,Medium,https://www.youtube.com/results?search_query=flutter+forui,"flutter, flutter-package, flutter-ui, shadcn, shadcn-ui, shadcnui",Duobase's Flutter UI library,Build better Flutter UI with forui,forui,Planned
199,GZXTaoBaoAppFlutter,GanZhiXiong/GZXTaoBaoAppFlutter,https://github.com/GanZhiXiong/GZXTaoBaoAppFlutter,App/Template,Dart,2211,450,27,2019-05-24,2019-09-06,2505,553,279,Medium,P6,,,Medium,https://www.youtube.com/results?search_query=flutter+gzxtaobaoappflutter,"android, app, dart, flutter, ios, taobao",Flutter淘宝App，支持iOS、Android,Inside GZXTaoBaoAppFlutter: an open-source Flutter app worth studying,gzxtaobaoappflutter,Planned
200,Flutter-Neumorphic,Idean/Flutter-Neumorphic,https://github.com/Idean/Flutter-Neumorphic,UI/Components,Dart,2191,416,82,2020-02-19,2024-05-18,789,548,281,Medium,P6,,,Medium,https://www.youtube.com/results?search_query=flutter+flutter-neumorphic,"android, button, card, concave, convex, custom-shape","A complete, ready to use, Neumorphic ui kit for Flutter, 🕶️ dark mode compatible",Build better Flutter UI with Flutter-Neumorphic,flutter-neumorphic,Planned
201,freezed,rrousselGit/freezed,https://github.com/rrousselGit/freezed,Library/Tooling,Dart,2184,303,116,2020-01-05,2026-06-28,18,2184,137,High,P3,Yes,https://pub.dev/packages/freezed,Low,https://www.youtube.com/results?search_query=flutter+freezed,"code-generator, dart, flutter, hacktoberfest, union-types",Code generation for immutable classes that has a simple syntax/API without compromising on the features.,freezed: a Flutter developer's guide,freezed,Planned
202,bebop,6over3/bebop,https://github.com/6over3/bebop,Library/Tooling,C#,2169,52,29,2020-06-22,2026-02-17,149,1410,184,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+bebop,"c-sharp, compiler, cpp, dart, deserialization, javascript","🎷No ceremony, just code. Blazing fast, typesafe binary serialization.",bebop: a Flutter developer's guide,bebop,Planned
203,flutter-permission-handler,Baseflow/flutter-permission-handler,https://github.com/Baseflow/flutter-permission-handler,Backend/Data,Dart,2169,959,155,2018-07-20,2026-06-12,34,1844,159,Medium,P4,,,Low,https://www.youtube.com/results?search_query=flutter+flutter-permission-handler,"android, baseflow, dart, flutter, flutter-plugin, ios","Permission plugin for Flutter. This plugin provides a cross-platform (iOS, Android) API to request and check permissions.",Data & backend in Flutter using flutter-permission-handler,flutter-permission-handler,Planned
204,flutter_ume,bytedance/flutter_ume,https://github.com/bytedance/flutter_ume,App/Template,Dart,2162,243,31,2021-07-16,2024-02-19,878,540,284,Medium,P6,,https://pub.dev/packages/flutter_ume,Medium,https://www.youtube.com/results?search_query=flutter+flutter-ume,"dart, dart-library, debug, debugging-tool, developer, development",UME is an in-app debug kits platform for Flutter. Produced by Flutter Infra team of ByteDance,Inside flutter_ume: an open-source Flutter app worth studying,flutter-ume,Planned
205,audioplayers,bluefireteam/audioplayers,https://github.com/bluefireteam/audioplayers,Backend/Data,Dart,2141,891,230,2017-10-22,2026-07-10,6,2141,140,High,P3,,,Low,https://www.youtube.com/results?search_query=flutter+audioplayers,"audio, audio-player, dart, flame, flutter, hacktoberfest",A Flutter package to play multiple audio files simultaneously (Android/iOS/web/Linux/Windows/macOS),Data & backend in Flutter using audioplayers,audioplayers,Planned
206,Dart,TheAlgorithms/Dart,https://github.com/TheAlgorithms/Dart,Library/Tooling,Dart,2141,486,51,2019-07-08,2026-06-28,18,2141,141,High,P3,,,Low,https://www.youtube.com/results?search_query=flutter+dart,"algorithms, dart, data-structures, hacktoberfest",All Algorithms implemented in Dart,Dart: a Flutter developer's guide,dart,Planned
207,mpflutter,mpflutter/mpflutter,https://github.com/mpflutter/mpflutter,Library/Tooling,Dart,2138,145,27,2020-12-08,2025-03-25,478,534,287,Medium,P6,,,Low,https://www.youtube.com/results?search_query=flutter+mpflutter,"dart, flutter",MPFlutter 是一个跨平台 Flutter 开发框架，可用于微信小程序以及 Web 应用开发。,mpflutter: a Flutter developer's guide,mpflutter,Planned
208,OpenNutriTracker,simonoppowa/OpenNutriTracker,https://github.com/simonoppowa/OpenNutriTracker,Library/Tooling,Dart,2134,307,33,2022-09-21,2026-07-16,0,2134,142,High,P3,,,Low,https://www.youtube.com/results?search_query=flutter+opennutritracker,"android, calories-tracker, clean-architecture, dart, diet, fitness",🍴 OpenNutriTracker is a free and open source calorie tracker with a focus on simplicity and privacy.,OpenNutriTracker: a Flutter developer's guide,opennutritracker,Planned
